name,company_id,entity_type,summary,stock_ticker,currency,earnings_date,exchange,closing_price,previous_close,open,bid,ask,day_range,week_range,volume,avg_volume,market_cap,beta,pe_ratio,eps,dividend_yield,ex_dividend_date,target_est,url,people_also_watch,similar,risk_score,risk_score_text,risk_score_percentile,recommendation_rating,analyst_price_target,company_profile_address
Rojana Industrial Park Public Company Limited (ROJNA.BK),ROJNA.BK,EQUITY,Thailand - Delayed Quote  • THB,ROJNA.BK,THB,,up,7.3,7.2,7.2,7.25,7.3,7.20 - 7.30,5.05 - 7.95,1402827,3029723,14749359104,0.478,8.795181,0.83,0.40 (5.56%),2024-05-03,8.6,https://finance.yahoo.com/quote/ROJNA.BK/,"[{""last_price"":5.85,""perc_change"":""+1.74%"",""symbol"":""WHA.BK""},{""last_price"":29.5,""perc_change"":""+1.74%"",""symbol"":""AMATA.BK""},{""last_price"":1.52,""perc_change"":""+2.70%"",""symbol"":""IRPC.BK""},{""last_price"":1.85,""perc_change"":""-0.54%"",""symbol"":""QH.BK""},{""last_price"":19.5,""perc_change"":""-0.51%"",""symbol"":""SPALI.BK""},{""last_price"":18.3,""perc_change"":""-0.54%"",""symbol"":""TASCO.BK""},{""last_price"":9.5,""symbol"":""AP.BK""},{""last_price"":1.81,""perc_change"":""+2.26%"",""symbol"":""SIRI.BK""},{""last_price"":6.6,""symbol"":""SPRC.BK""},{""last_price"":52.25,""symbol"":""TCAP.BK""},{""last_price"":5.35,""perc_change"":""-0.93%"",""symbol"":""WHAUP.BK""},{""last_price"":3,""perc_change"":""+1.35%"",""symbol"":""SC.BK""},{""last_price"":5.85,""perc_change"":""+2.63%"",""symbol"":""LH.BK""},{""last_price"":6.5,""symbol"":""STEC.BK""},{""last_price"":2.96,""symbol"":""LPN.BK""},{""last_price"":12.1,""perc_change"":""+0.83%"",""symbol"":""SAT.BK""}]","[{""last_price"":7.3,""perc_change"":""+1.40%"",""symbol"":""ROJNA.BK""},{""last_price"":1.68,""perc_change"":""+0.60%"",""symbol"":""UV.BK""}]",,,,1,"{""average"":8.6,""current"":7.3,""high"":9.2,""low"":8}","2034/115, Ital Thai Tower Bangkok, 10310 Thailand"
"Equity Bancshares, Inc. (44X.F)",44X.F,EQUITY,Frankfurt - Delayed Quote  • EUR,44X.F,EUR,2025-01-22 - 2025-01-27,down,39.2,40,39.2,0,0,39.20 - 39.20,22.80 - 40.60,17,0,600081472,0.901,36.981136,1.06,0.51 (1.27%),2024-09-30,35.75,https://finance.yahoo.com/quote/44X.F/,"[{""last_price"":31.8,""perc_change"":""-0.63%"",""symbol"":""45H.F""},{""last_price"":25.4,""perc_change"":""+0.79%"",""symbol"":""44F.F""},{""last_price"":31,""symbol"":""3RY.F""},{""last_price"":13.6,""perc_change"":""-0.72%"",""symbol"":""47Z.F""},{""last_price"":30,""symbol"":""45V.F""},{""last_price"":39.6,""perc_change"":""-1.00%"",""symbol"":""45D.F""},{""last_price"":18.3,""perc_change"":""+8.28%"",""symbol"":""44Q.F""},{""last_price"":23.4,""perc_change"":""+0.87%"",""symbol"":""44I.F""},{""last_price"":11.2,""perc_change"":""+0.91%"",""symbol"":""41Y.F""},{""last_price"":17.2,""symbol"":""33Q.F""},{""last_price"":25.2,""perc_change"":""+4.13%"",""symbol"":""4I9.F""},{""last_price"":8.8,""perc_change"":""+0.57%"",""symbol"":""45I.F""},{""last_price"":86,""symbol"":""42H.F""},{""last_price"":77,""perc_change"":""+1.32%"",""symbol"":""3VFN.F""}]","[{""last_price"":39.2,""perc_change"":""-1.96%"",""symbol"":""44X.F""},{""last_price"":43.31,""perc_change"":""+0.51%"",""symbol"":""TFC""}]",,,,2.2,"{""average"":35.75,""current"":39.2,""high"":37,""low"":35}","7701 East Kellogg Drive Wichita, KS 67207 United States"
Murudeshwar Ceramics Ltd. (MURUDCERA.BO),MURUDCERA.BO,EQUITY,BSE - Free Realtime Quote  • INR,MURUDCERA.BO,INR,2024-11-13 - 2024-11-13,down,50.2,50.84,49.81,50.11,50.2,49.81 - 51.50,38.30 - 70.90,2897,35924,3039374080,0.531,52.291668,0.96,0.00 (0.00%),2024-09-13,,https://finance.yahoo.com/quote/MURUDCERA.BO/,"[{""last_price"":120,""perc_change"":""+4.04%"",""symbol"":""NITCO.BO""},{""last_price"":55.86,""perc_change"":""+3.56%"",""symbol"":""MBLINFRA.BO""},{""last_price"":199.2,""perc_change"":""+4.87%"",""symbol"":""KECL.BO""},{""last_price"":327.8,""perc_change"":""+0.46%"",""symbol"":""ORIENTBELL.BO""},{""last_price"":651.45,""perc_change"":""-0.09%"",""symbol"":""SOMANYCERA.BO""},{""last_price"":364,""perc_change"":""-0.53%"",""symbol"":""IZMO.BO""},{""last_price"":982.65,""perc_change"":""+2.93%"",""symbol"":""NESCO.BO""},{""last_price"":21.3,""perc_change"":""+0.47%"",""symbol"":""MIRCELECTR.BO""},{""perc_change"":""-0.65%"",""symbol"":""KAJARIACER.BO""},{""last_price"":800.05,""perc_change"":""-1.55%"",""symbol"":""SUNDRMBRAK.BO""},{""last_price"":50.94,""perc_change"":""+1.43%"",""symbol"":""MADHAV.BO""},{""last_price"":350,""perc_change"":""-0.82%"",""symbol"":""LOKESHMACH.BO""},{""last_price"":292.55,""perc_change"":""+3.16%"",""symbol"":""MINDTECK.BO""},{""last_price"":623.8,""perc_change"":""+3.55%"",""symbol"":""ELGIEQUIP.BO""},{""last_price"":14.6,""perc_change"":""+1.32%"",""symbol"":""NOIDATOLL.BO""},{""last_price"":28.45,""perc_change"":""-0.87%"",""symbol"":""SADBHAV.BO""}]","[{""last_price"":50.2,""perc_change"":""-1.26%"",""symbol"":""MURUDCERA.BO""},{""last_price"":163.95,""perc_change"":""-7.09%"",""symbol"":""ELECTCAST.BO""}]",,,,,"{""current"":50.2}","Naveen Complex Bengaluru, 560001 India"
"Taihan Precision Technology Co., Ltd. (1336.TWO)",1336.TWO,EQUITY,Taipei Exchange - Delayed Quote  • TWD,1336.TWO,TWD,,down,24,24.25,24.3,24,24.1,23.95 - 24.35,18.40 - 28.75,365715,1018836,1878873600,0.837,13.407822,1.79,0.41 (1.69%),2024-07-04,,https://finance.yahoo.com/quote/1336.TWO/,"[{""last_price"":28.6,""perc_change"":""+0.70%"",""symbol"":""1604.TW""},{""last_price"":15.3,""perc_change"":""-0.65%"",""symbol"":""1409.TW""},{""last_price"":32.55,""perc_change"":""-9.96%"",""symbol"":""6156.TWO""},{""last_price"":17.15,""perc_change"":""+0.59%"",""symbol"":""1219.TW""},{""last_price"":12.9,""symbol"":""1471.TW""},{""last_price"":10,""perc_change"":""-0.99%"",""symbol"":""1417.TW""},{""last_price"":16.05,""symbol"":""1305.TW""},{""last_price"":80,""perc_change"":""+1.01%"",""symbol"":""8410.TWO""},{""last_price"":41.65,""perc_change"":""-1.88%"",""symbol"":""1591.TWO""},{""last_price"":37,""perc_change"":""-6.80%"",""symbol"":""1569.TWO""},{""last_price"":40.25,""perc_change"":""-0.25%"",""symbol"":""6276.TWO""},{""last_price"":28.7,""perc_change"":""+0.17%"",""symbol"":""4433.TWO""},{""last_price"":33,""perc_change"":""+0.61%"",""symbol"":""5410.TWO""},{""last_price"":66.8,""symbol"":""3312.TW""},{""last_price"":14.75,""perc_change"":""+1.03%"",""symbol"":""1316.TW""},{""last_price"":33.7,""perc_change"":""+4.66%"",""symbol"":""6126.TWO""}]","[{""last_price"":24,""perc_change"":""-1.03%"",""symbol"":""1336.TWO""},{""last_price"":27.6,""perc_change"":""-0.18%"",""symbol"":""1526.TW""},{""last_price"":32.55,""perc_change"":""+9.97%"",""symbol"":""8107.TWO""},{""last_price"":29.75,""perc_change"":""+1.19%"",""symbol"":""1568.TW""},{""last_price"":18.35,""perc_change"":""-0.54%"",""symbol"":""2109.TW""},{""last_price"":21.85,""symbol"":""2102.TW""},{""last_price"":20.15,""perc_change"":""-2.66%"",""symbol"":""2243.TW""},{""last_price"":48.35,""perc_change"":""-2.42%"",""symbol"":""2235.TWO""},{""last_price"":34.15,""perc_change"":""+0.29%"",""symbol"":""4535.TWO""},{""last_price"":36.9,""perc_change"":""-0.27%"",""symbol"":""1521.TW""},{""last_price"":32.7,""perc_change"":""+1.24%"",""symbol"":""2241.TW""}]",,,,,"{""current"":24}","No. 568, Minsheng North Road Taoyuan City, 33393 Taiwan"
"Shenzhen Jinjia Group Co.,Ltd. (002191.SZ)",002191.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,002191.SZ,CNY,,up,4.43,4.3,4.32,4.43,4.44,4.2900 - 4.4700,3.2400 - 6.0900,29141078,16559442,6431385088,0.75,,0,0.30 (6.98%),2024-08-13,5.15,https://finance.yahoo.com/quote/002191.SZ/,"[{""last_price"":26.49,""perc_change"":""-1.23%"",""symbol"":""002262.SZ""},{""last_price"":9.91,""perc_change"":""+2.38%"",""symbol"":""002244.SZ""},{""last_price"":10.09,""perc_change"":""-6.05%"",""symbol"":""002242.SZ""},{""last_price"":8.8,""perc_change"":""-1.35%"",""symbol"":""002203.SZ""},{""last_price"":44.15,""perc_change"":""-1.38%"",""symbol"":""002179.SZ""},{""last_price"":19.29,""perc_change"":""+3.16%"",""symbol"":""002268.SZ""},{""last_price"":27.02,""perc_change"":""+10.02%"",""symbol"":""002156.SZ""},{""last_price"":8.83,""perc_change"":""-0.67%"",""symbol"":""002221.SZ""},{""last_price"":13.73,""perc_change"":""+7.18%"",""symbol"":""002185.SZ""},{""last_price"":3.09,""perc_change"":""+3.00%"",""symbol"":""002195.SZ""},{""last_price"":7.76,""perc_change"":""-0.77%"",""symbol"":""002153.SZ""},{""last_price"":6.25,""perc_change"":""+5.75%"",""symbol"":""002183.SZ""},{""last_price"":12.32,""perc_change"":""-2.38%"",""symbol"":""002152.SZ""},{""last_price"":33.91,""perc_change"":""-0.82%"",""symbol"":""002223.SZ""},{""last_price"":14.59,""perc_change"":""+4.51%"",""symbol"":""002271.SZ""},{""last_price"":9.92,""perc_change"":""+0.20%"",""symbol"":""002174.SZ""}]","[{""last_price"":4.43,""perc_change"":""+3.02%"",""symbol"":""002191.SZ""},{""last_price"":8.05,""perc_change"":""+9.97%"",""symbol"":""603429.SS""},{""last_price"":35.6,""perc_change"":""+2.59%"",""symbol"":""002812.SZ""}]",,,,4,"{""average"":5.15,""current"":4.43,""high"":7,""low"":3.3}","Jinjia Technology Mansion Shenzhen, 518057 China"
"Changhong Meiling Co., Ltd. (000521.SZ)",000521.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,000521.SZ,CNY,,up,8.85,8.74,8.68,8.84,8.85,8.40 - 8.87,5.45 - 12.64,50036540,44687941,8388632576,0.527,11.8,0.75,0.30 (3.43%),2024-06-13,,https://finance.yahoo.com/quote/000521.SZ/,"[{""last_price"":25.7,""perc_change"":""+0.19%"",""symbol"":""000550.SZ""},{""last_price"":4.61,""perc_change"":""+0.88%"",""symbol"":""000530.SZ""},{""last_price"":5.21,""perc_change"":""+1.76%"",""symbol"":""000570.SZ""},{""last_price"":4.91,""perc_change"":""+4.47%"",""symbol"":""000539.SZ""},{""last_price"":5.6,""perc_change"":""+1.27%"",""symbol"":""000541.SZ""},{""last_price"":10.83,""perc_change"":""+4.84%"",""symbol"":""000026.SZ""},{""last_price"":17.74,""perc_change"":""+1.37%"",""symbol"":""000581.SZ""},{""last_price"":5.26,""perc_change"":""+0.57%"",""symbol"":""000417.SZ""},{""last_price"":4.05,""perc_change"":""+2.27%"",""symbol"":""000055.SZ""},{""last_price"":36.62,""perc_change"":""-0.84%"",""symbol"":""000513.SZ""},{""last_price"":7.37,""perc_change"":""-5.87%"",""symbol"":""000553.SZ""},{""last_price"":7.04,""perc_change"":""+10.00%"",""symbol"":""000016.SZ""},{""last_price"":11.99,""perc_change"":""+0.17%"",""symbol"":""000528.SZ""},{""last_price"":8.99,""perc_change"":""+0.67%"",""symbol"":""000544.SZ""},{""last_price"":13.78,""perc_change"":""+4.95%"",""symbol"":""000045.SZ""},{""last_price"":6.52,""perc_change"":""+9.95%"",""symbol"":""000559.SZ""}]","[{""last_price"":8.85,""perc_change"":""+1.26%"",""symbol"":""000521.SZ""},{""last_price"":11.71,""perc_change"":""-1.01%"",""symbol"":""002668.SZ""},{""last_price"":77.3,""symbol"":""DOME.BA""},{""last_price"":36.75,""perc_change"":""-3.67%"",""symbol"":""LONG.BA""},{""last_price"":2.916,""perc_change"":""-0.21%"",""symbol"":""GKE.F""},{""last_price"":28,""perc_change"":""-3.18%"",""symbol"":""000921.SZ""},{""last_price"":1.7302,""perc_change"":""-0.43%"",""symbol"":""690D.F""},{""last_price"":290.5,""perc_change"":""+1.93%"",""symbol"":""FIPL.BA""},{""last_price"":5.74,""perc_change"":""-2.05%"",""symbol"":""ORTHEX.HE""},{""last_price"":24.6,""perc_change"":""+1.44%"",""symbol"":""0921.HK""}]",,,,1.7,"{""current"":8.85}","Economic and Technology Development Zone Hefei, 230601 China"
Williamson Magor & Co. Limited (WILLAMAGOR.NS),WILLAMAGOR.NS,EQUITY,NSE - Free Realtime Quote  • INR,WILLAMAGOR.NS,INR,,down,35.92,36.22,36.2,35.96,36.01,35.51 - 36.39,25.90 - 49.40,7056,53503,393553856,0.999,,-235.03,0.00 (0.00%),2001-08-07,,https://finance.yahoo.com/quote/WILLAMAGOR.NS/,"[{""last_price"":271.1,""perc_change"":""+1.99%"",""symbol"":""HARRMALAYA.NS""},{""last_price"":143.22,""perc_change"":""-0.70%"",""symbol"":""TIMESGTY.NS""},{""last_price"":129.87,""perc_change"":""+3.13%"",""symbol"":""WEIZMANIND.NS""},{""last_price"":953.7,""perc_change"":""-0.59%"",""symbol"":""WELINV.NS""},{""last_price"":409,""perc_change"":""+2.40%"",""symbol"":""VLSFINANCE.NS""},{""last_price"":780,""perc_change"":""-1.70%"",""symbol"":""MONTECARLO.NS""},{""last_price"":118.02,""perc_change"":""-0.86%"",""symbol"":""ZODIACLOTH.NS""},{""perc_change"":""-1.32%"",""symbol"":""VHL.NS""},{""last_price"":196.74,""perc_change"":""-0.38%"",""symbol"":""WINDMACHIN.NS""},{""last_price"":157.79,""perc_change"":""+1.42%"",""symbol"":""UNIENTER.NS""},{""last_price"":79.5,""perc_change"":""+0.51%"",""symbol"":""TARMAT.NS""},{""last_price"":122,""perc_change"":""-2.04%"",""symbol"":""TOKYOPLAST.NS""},{""last_price"":9.98,""perc_change"":""+1.94%"",""symbol"":""VARDMNPOLY.NS""},{""last_price"":48.7,""perc_change"":""+0.79%"",""symbol"":""VASWANI.NS""},{""last_price"":521.3,""perc_change"":""-1.38%"",""symbol"":""STEL.NS""},{""last_price"":285.59,""perc_change"":""+5.18%"",""symbol"":""TAINWALCHM.NS""}]","[{""last_price"":35.92,""perc_change"":""-0.83%"",""symbol"":""WILLAMAGOR.NS""},{""last_price"":111,""perc_change"":""+0.02%"",""symbol"":""CAPTRUST.NS""},{""last_price"":152.48,""perc_change"":""+2.87%"",""symbol"":""MAHAPEXLTD.NS""},{""last_price"":321,""perc_change"":""-0.31%"",""symbol"":""IITL.NS""},{""perc_change"":""-1.32%"",""symbol"":""VHL.NS""},{""last_price"":45.86,""perc_change"":""-1.40%"",""symbol"":""PAISALO.NS""},{""last_price"":268.3,""perc_change"":""-2.13%"",""symbol"":""M&MFIN.NS""},{""last_price"":451.1,""perc_change"":""-2.71%"",""symbol"":""PFC.NS""}]",,,,,"{""current"":35.92}","Four Mangoe Lane Kolkata, 700001 India"
Gokul Agro Resources Limited (GOKULAGRO.NS),GOKULAGRO.NS,EQUITY,NSE - Free Realtime Quote  • INR,GOKULAGRO.NS,INR,2024-11-04 - 2024-11-08,up,280.65,277.4,277.4,280.1,280.7,275.95 - 286.80,95.00 - 337.70,156590,1047246,41407942656,0.657,25.170404,11.15,0.00 (0.00%),,,https://finance.yahoo.com/quote/GOKULAGRO.NS/,"[{""last_price"":54.37,""perc_change"":""-1.74%"",""symbol"":""GOKUL.NS""},{""last_price"":373.65,""perc_change"":""-0.94%"",""symbol"":""FCL.NS""},{""last_price"":58.2,""perc_change"":""+6.18%"",""symbol"":""FILATEX.NS""},{""last_price"":203.4,""perc_change"":""+0.68%"",""symbol"":""GULPOLY.NS""},{""last_price"":515.95,""perc_change"":""-0.61%"",""symbol"":""HPL.NS""},{""last_price"":83,""perc_change"":""+1.18%"",""symbol"":""AVTNPL.NS""},{""last_price"":352.5,""perc_change"":""-1.55%"",""symbol"":""GOLDIAM.NS""},{""last_price"":938,""perc_change"":""-0.89%"",""symbol"":""GOODLUCK.NS""},{""last_price"":433.75,""perc_change"":""-1.21%"",""symbol"":""GUFICBIO.NS""},{""last_price"":80.49,""perc_change"":""+2.72%"",""symbol"":""UGARSUGAR.NS""},{""perc_change"":""+4.28%"",""symbol"":""GRAVITA.NS""},{""last_price"":375.5,""perc_change"":""+0.55%"",""symbol"":""PANAMAPET.NS""},{""last_price"":221.5,""perc_change"":""-0.14%"",""symbol"":""BIRLACABLE.NS""},{""last_price"":136.17,""perc_change"":""+5.00%"",""symbol"":""GPTINFRA.NS""},{""last_price"":121.46,""perc_change"":""+2.94%"",""symbol"":""PDMJEPAPER.NS""},{""last_price"":429.05,""perc_change"":""-1.57%"",""symbol"":""KABRAEXTRU.NS""}]","[{""last_price"":280.65,""perc_change"":""+1.17%"",""symbol"":""GOKULAGRO.NS""},{""last_price"":54.37,""perc_change"":""-1.74%"",""symbol"":""GOKUL.NS""},{""perc_change"":""+1.56%"",""symbol"":""DIAMONDYD.NS""},{""last_price"":848.75,""perc_change"":""+0.27%"",""symbol"":""BIKAJI.BO""},{""last_price"":9.23,""perc_change"":""+4.71%"",""symbol"":""MKPL.NS""},{""last_price"":42.32,""perc_change"":""+1.88%"",""symbol"":""HMAAGRO.NS""},{""last_price"":289,""perc_change"":""+2.70%"",""symbol"":""KRBL.BO""},{""last_price"":219,""perc_change"":""-0.93%"",""symbol"":""GRMOVER.NS""},{""last_price"":985.15,""perc_change"":""-0.45%"",""symbol"":""MANORAMA.BO""},{""last_price"":43.18,""perc_change"":""+0.21%"",""symbol"":""MUKKA.NS""},{""last_price"":201.9,""perc_change"":""+0.08%"",""symbol"":""PARAGMILK.NS""}]",,,,,"{""current"":280.65}","Crown-3 Ahmedabad, 382421 India"
"Guizhou Space Appliance Co., LTD (002025.SZ)",002025.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,002025.SZ,CNY,,down,56.57,59.26,57.85,56.56,56.58,56.12 - 58.43,31.98 - 65.70,11898001,4811653,25845137408,0.427,36.73377,1.54,0.00 (0.00%),2024-06-14,56.71,https://finance.yahoo.com/quote/002025.SZ/,"[{""last_price"":25.8,""perc_change"":""-0.77%"",""symbol"":""002008.SZ""},{""last_price"":52.31,""perc_change"":""-0.48%"",""symbol"":""002032.SZ""},{""last_price"":76.4,""perc_change"":""-4.18%"",""symbol"":""002028.SZ""},{""last_price"":66.98,""perc_change"":""+0.40%"",""symbol"":""002049.SZ""},{""last_price"":1.86,""perc_change"":""+5.08%"",""symbol"":""002024.SZ""},{""last_price"":16.48,""perc_change"":""-0.66%"",""symbol"":""002007.SZ""},{""last_price"":4.31,""perc_change"":""+0.23%"",""symbol"":""002010.SZ""},{""last_price"":10.14,""perc_change"":""-1.55%"",""symbol"":""002041.SZ""},{""last_price"":22.64,""perc_change"":""-1.22%"",""symbol"":""002001.SZ""},{""last_price"":44.15,""perc_change"":""-1.38%"",""symbol"":""002179.SZ""},{""last_price"":12.71,""perc_change"":""+6.27%"",""symbol"":""002019.SZ""},{""last_price"":11.97,""perc_change"":""+0.93%"",""symbol"":""002023.SZ""},{""last_price"":4.61,""perc_change"":""-0.22%"",""symbol"":""002004.SZ""},{""last_price"":7.31,""perc_change"":""-0.27%"",""symbol"":""002038.SZ""},{""last_price"":6.18,""perc_change"":""+0.82%"",""symbol"":""002030.SZ""},{""last_price"":7.2,""perc_change"":""-1.23%"",""symbol"":""002027.SZ""}]","[{""last_price"":56.57,""perc_change"":""-4.54%"",""symbol"":""002025.SZ""},{""last_price"":7.63,""perc_change"":""+1.46%"",""symbol"":""600707.SS""}]",,,,1.3,"{""average"":56.71,""current"":56.57,""high"":78,""low"":45.57}","Guiyang Economic and Technological Development Zone Guiyang, 550009 China"
"Hangzhou Kaierda Welding Robot Co.,Ltd. (688255.SS)",688255.SS,EQUITY,Shanghai - Delayed Quote  • CNY,688255.SS,CNY,,up,21.55,21.38,21.45,21.54,21.55,21.18 - 21.80,12.18 - 27.52,1228850,951529,2367461376,,61.571426,0.35,0.15 (0.70%),2024-06-18,,https://finance.yahoo.com/quote/688255.SS/,null,"[{""last_price"":21.55,""perc_change"":""+0.80%"",""symbol"":""688255.SS""},{""last_price"":77.4,""perc_change"":""-0.39%"",""symbol"":""2464.TW""},{""last_price"":159.5,""perc_change"":""+1.92%"",""symbol"":""1513.TW""}]",,,,1,"{""current"":21.55}","No. 778, Changming Road Hangzhou, 311232 China"
Grupa Azoty S.A. (5PL.F),5PL.F,EQUITY,Frankfurt - Delayed Quote  • EUR,5PL.F,EUR,2024-11-06 - 2024-11-06,down,4.604,4.66,4.604,4.516,4.966,4.6040 - 4.6040,3.7320 - 5.7200,450,0,468148544,0.714,,-5.65,0.00 (0.00%),2018-07-24,,https://finance.yahoo.com/quote/5PL.F/,"[{""last_price"":2.14,""perc_change"":""+0.94%"",""symbol"":""697.F""},{""last_price"":0.0205,""perc_change"":""+24.24%"",""symbol"":""5XL.F""},{""last_price"":3.05,""perc_change"":""-0.97%"",""symbol"":""86C.F""},{""last_price"":22.8,""perc_change"":""-5.00%"",""symbol"":""58I1.F""},{""last_price"":0.0005,""symbol"":""4UM.F""},{""last_price"":0.0416,""perc_change"":""+14.29%"",""symbol"":""634.F""},{""last_price"":0.045,""symbol"":""9T7.F""},{""last_price"":15.9,""perc_change"":""-0.31%"",""symbol"":""695.F""},{""last_price"":0.0015,""perc_change"":""-72.73%"",""symbol"":""63G.F""},{""last_price"":0.013,""symbol"":""5WP0.F""},{""last_price"":0.0085,""perc_change"":""-34.62%"",""symbol"":""5VR.F""},{""last_price"":0.182,""perc_change"":""-0.55%"",""symbol"":""5QN.F""},{""last_price"":1.71,""perc_change"":""+1.20%"",""symbol"":""GR0A.F""},{""last_price"":0.184,""perc_change"":""+1.69%"",""symbol"":""97A0.F""},{""last_price"":0.0045,""perc_change"":""+140.00%"",""symbol"":""6D71.F""},{""last_price"":0.054,""symbol"":""6AY.F""}]","[{""last_price"":4.604,""perc_change"":""-1.20%"",""symbol"":""5PL.F""},{""last_price"":0.267,""perc_change"":""+0.53%"",""symbol"":""NITO""}]",,,,,"{""current"":4.6}","ul. E. Kwiatkowskiego 8 Tarnów, 33-101 Poland"
"JiangSu Changling Hydraulic Co.,Ltd (605389.SS)",605389.SS,EQUITY,Shanghai - Delayed Quote  • CNY,605389.SS,CNY,,down,20.85,20.86,20.7,20.85,20.87,20.70 - 20.99,16.10 - 30.25,1120480,768472,3004214272,,26.392405,0.79,0.40 (1.92%),2024-09-13,,https://finance.yahoo.com/quote/605389.SS/,"[{""last_price"":47.76,""perc_change"":""-4.96%"",""symbol"":""688059.SS""},{""last_price"":20.5,""perc_change"":""+1.49%"",""symbol"":""688077.SS""},{""last_price"":70.42,""perc_change"":""-1.11%"",""symbol"":""688095.SS""},{""last_price"":11.71,""perc_change"":""+0.69%"",""symbol"":""605122.SS""},{""last_price"":36.98,""perc_change"":""+1.32%"",""symbol"":""688628.SS""},{""last_price"":28.91,""perc_change"":""-2.66%"",""symbol"":""688117.SS""},{""last_price"":15.13,""perc_change"":""-0.13%"",""symbol"":""301019.SZ""},{""last_price"":22.47,""perc_change"":""-2.81%"",""symbol"":""301008.SZ""},{""last_price"":31.59,""perc_change"":""+3.61%"",""symbol"":""688768.SS""},{""last_price"":20.14,""perc_change"":""-0.10%"",""symbol"":""688345.SS""},{""last_price"":14.28,""perc_change"":""+0.78%"",""symbol"":""605081.SS""},{""last_price"":18.45,""perc_change"":""+1.88%"",""symbol"":""605080.SS""},{""last_price"":29.54,""perc_change"":""+0.58%"",""symbol"":""301026.SZ""},{""last_price"":28.89,""perc_change"":""-0.76%"",""symbol"":""301005.SZ""},{""last_price"":31.31,""perc_change"":""-0.19%"",""symbol"":""300939.SZ""},{""last_price"":29.69,""perc_change"":""+0.58%"",""symbol"":""688551.SS""}]","[{""last_price"":20.85,""perc_change"":""-0.05%"",""symbol"":""605389.SS""},{""last_price"":11.17,""perc_change"":""+3.52%"",""symbol"":""301125.SZ""}]",,,,,"{""current"":20.85}","No. 885, Yungu Road Jiangyin, 214422 China"
"Yongtaiyun Chemical Logistics Co.,Ltd (001228.SZ)",001228.SZ,EQUITY,Shenzhen - Delayed Quote  • CNY,001228.SZ,CNY,,up,20.53,20.34,20.37,20.52,20.55,20.11 - 20.69,16.27 - 37.34,1439500,1312113,2132348544,,19.552383,1.05,0.60 (2.95%),2024-05-21,33.9,https://finance.yahoo.com/quote/001228.SZ/,"[{""symbol"":""009180.KS""},{""last_price"":16.4,""perc_change"":""-1.80%"",""symbol"":""600233.SS""},{""last_price"":10.85,""perc_change"":""-1.90%"",""symbol"":""002468.SZ""},{""last_price"":8.33,""perc_change"":""-0.95%"",""symbol"":""002120.SZ""},{""last_price"":24.8,""perc_change"":""+2.18%"",""symbol"":""001226.SZ""},{""last_price"":13.22,""perc_change"":""+1.77%"",""symbol"":""001202.SZ""},{""last_price"":26.8,""perc_change"":""-0.30%"",""symbol"":""001317.SZ""},{""perc_change"":""+2.38%"",""symbol"":""009070.KS""},{""last_price"":179.7,""perc_change"":""-0.50%"",""symbol"":""2057.HK""},{""last_price"":12.5,""perc_change"":""+6.56%"",""symbol"":""001236.SZ""},{""perc_change"":""+0.16%"",""symbol"":""FDX.BA""},{""last_price"":0.28,""perc_change"":""-1.75%"",""symbol"":""1563.HK""},{""last_price"":19.2,""perc_change"":""+0.63%"",""symbol"":""300873.SZ""},{""last_price"":20.57,""perc_change"":""-0.58%"",""symbol"":""001308.SZ""},{""last_price"":31.46,""perc_change"":""+5.57%"",""symbol"":""001316.SZ""},{""last_price"":3.01,""symbol"":""1782.HK""}]","[{""last_price"":20.53,""perc_change"":""+0.93%"",""symbol"":""001228.SZ""},{""last_price"":42,""perc_change"":""-7.59%"",""symbol"":""2642.TW""}]",,,,1.3,"{""average"":33.9,""current"":20.53,""high"":33.9,""low"":33.9}","Huiying Building Ningbo, 315040 China"
